Bedroom,Property Type,Property Subtype,Price,Location,Province,Living area,Kitchen Type,Furnished,HasFireplace,How many fireplaces?,HasGarden,Garden surface,HasTerrace,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
2,House,House,"119,500",9600,Oost-vlaanderen,115,Installed,No,No,0,No,0,No,0,50,2,No,Good
2,Apartment,Apartment,"230,000",1040,Brussels,64,Semi equipped,No,No,0,No,0,Yes,2,0,2,No,To renovate
1,Apartment,Apartment,"249,000",1200,Brussels,65,Installed,No,No,0,No,0,No,0,0,2,No,Good
1,Apartment,Apartment,"259,000",9255,Oost-vlaanderen,69,Installed,No,No,0,No,0,No,0,0,3,No,Good
2,Apartment,Apartment,"299,000",8370,West-vlaanderen,81,Installed,No,No,0,No,0,Yes,7,0,2,No,Good
4,House,House,"425,000",2820,Antwerpen,182,USA hyper equipped,No,No,0,Yes,117,Yes,30,175,2,No,As new
5,Apartment,Apartment block,"1,390,000",1050,Brussels,350,USA hyper equipped,Yes,No,0,Yes,40,Yes,54,150,2,No,As new
3,Apartment,Apartment,"1,839,000",1050,Brussels,203,Hyper equipped,No,No,0,No,0,Yes,76,0,2,No,As new
3,House,House,"295,000",4577,Luik,120,Installed,No,No,0,No,0,No,0,3220,4,No,Good
4,House,House,"350,000",4260,Luik,190,Installed,No,No,0,No,0,No,0,1355,4,No,As new
3,House,House,"359,000",9700,Oost-vlaanderen,196,Installed,No,No,0,Yes,667,No,0,921,4,No,Good
6,House,Mansion,"1,295,000",1190,Brussels,400,0,No,No,0,Yes,100,No,0,245,2,No,To renovate
1,Apartment,Apartment,"210,000",9000,Oost-vlaanderen,42,Installed,No,No,0,No,0,No,0,0,2,No,Good
3,Apartment,Duplex,"265,000",1070,Brussels,113,Installed,No,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Apartment,"435,000",1050,Brussels,115,Hyper equipped,No,No,0,No,0,No,0,0,3,No,Good
2,Apartment,Apartment,"297,000",1850,Vlaams-brabant,95,Semi equipped,No,No,0,No,0,Yes,9,0,3,No,Good
3,Apartment,Apartment,"180,000",1090,Brussels,90,Semi equipped,No,No,0,No,0,Yes,9,0,0,No,To renovate
2,Apartment,Apartment,"360,000",3370,Vlaams-brabant,120,Installed,No,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Apartment,"495,000",3000,Vlaams-brabant,80,Installed,No,No,0,No,0,Yes,10,0,2,No,Good
4,House,House,"259,500",9600,Oost-vlaanderen,152,Not installed,No,No,0,Yes,149,Yes,15,216,2,No,As new
2,Apartment,Apartment,"245,000",1160,Brussels,80,Semi equipped,No,No,0,No,0,Yes,16,0,4,No,To renovate
1,Apartment,Apartment,"319,000",3000,Vlaams-brabant,56,Installed,No,No,0,No,0,Yes,4,0,0,No,Good
2,Apartment,Apartment,"545,000",1950,Vlaams-brabant,135,USA hyper equipped,0,No,0,No,0,No,0,0,2,No,As new
2,Apartment,Apartment,"185,000",1140,Brussels,81,Semi equipped,No,No,0,No,0,Yes,10,0,2,No,To be done up
2,Apartment,Apartment,"195,000",4540,Luik,80,Installed,No,No,0,No,0,No,0,0,3,No,As new
3,Apartment,Apartment,"244,000",2610,Antwerpen,120,Installed,0,No,0,No,0,No,0,0,2,No,Good
3,Apartment,Apartment,"244,000",2610,Antwerpen,110,Semi equipped,0,No,0,No,0,No,0,0,3,No,Good
3,Apartment,Apartment,"246,800",6880,Luxemburg,121,Installed,No,No,0,No,0,Yes,11,0,3,No,Good
3,Apartment,Duplex,"269,000",9420,Oost-vlaanderen,136,Installed,No,No,0,No,0,No,0,0,1,No,As new
2,Apartment,Apartment,"315,000",1140,Brussels,96,Hyper equipped,No,No,0,No,0,Yes,4,0,2,No,As new
2,Apartment,Apartment,"349,000",1070,Brussels,111,Hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
2,Apartment,Penthouse,"350,000",1200,Brussels,93,Installed,No,No,0,No,0,Yes,8,0,2,No,To be done up
2,Apartment,Apartment,"390,000",1050,Brussels,100,Installed,No,No,0,No,0,Yes,1,0,2,No,Good
3,House,House,"470,000",1170,Brussels,130,Hyper equipped,No,No,0,Yes,30,No,0,83,2,No,Good
2,Apartment,Apartment,"501,500",1160,Brussels,102,USA hyper equipped,No,No,0,No,0,Yes,25,0,0,No,As new
2,Apartment,Apartment,"975,000",1000,Brussels,180,Hyper equipped,No,No,0,No,0,Yes,70,0,2,No,As new
2,Apartment,Apartment,"1,537,000",1050,Brussels,160,Hyper equipped,No,No,0,No,0,Yes,91,0,2,No,As new
3,House,House,"289,000",8790,West-vlaanderen,120,Installed,No,No,0,No,0,No,0,311,3,No,Good
3,Apartment,Apartment,"358,223",1070,Brussels,92,USA installed,No,No,0,No,0,Yes,8,0,2,No,As new
2,Apartment,Apartment,"575,000",1040,Brussels,114,USA hyper equipped,No,No,0,No,0,Yes,4,0,2,No,As new
3,Apartment,Penthouse,"2,150,000",1180,Brussels,241,USA hyper equipped,No,No,0,No,0,Yes,100,0,4,No,As new
2,Apartment,Apartment,"299,000",1500,Vlaams-brabant,75,Installed,No,No,0,No,0,Yes,8,0,2,No,Good
3,Apartment,Apartment,"459,000",8370,West-vlaanderen,120,Installed,No,No,0,No,0,No,0,0,2,No,Good
3,House,Mansion,"220,000",9600,Oost-vlaanderen,189,Installed,No,No,0,Yes,75,Yes,25,231,2,No,To be done up
3,Apartment,Apartment block,"399,000",1070,Brussels,190,USA hyper equipped,No,No,0,No,0,Yes,5,50,2,No,Good
4,Apartment,Apartment,"585,000",1050,Brussels,170,Installed,No,No,0,No,0,Yes,10,0,2,No,Good
4,House,House,"620,000",9600,Oost-vlaanderen,393,Hyper equipped,No,Yes,1,Yes,434,Yes,40,569,2,No,Good
3,Apartment,Duplex,"350,000",1090,Brussels,139,0,No,No,0,No,0,Yes,13,0,2,No,To be done up
3,Apartment,Triplex,"420,000",1060,Brussels,130,0,No,No,0,No,0,No,0,0,2,No,To be done up
3,Apartment,Ground floor,"725,000",1180,Brussels,150,USA hyper equipped,0,No,0,Yes,210,Yes,51,0,0,No,As new
4,House,Villa,"629,500",1700,Vlaams-brabant,320,Hyper equipped,No,No,0,No,0,No,0,1173,4,No,Good
1,Apartment,Apartment,"139,000",1080,Brussels,41,Not installed,No,No,0,No,0,Yes,4,0,2,No,To be done up
4,House,House,"280,000",7911,Henegouwen,250,Semi equipped,No,Yes,1,No,0,No,0,1246,3,No,To be done up
2,Apartment,Penthouse,"295,000",1080,Brussels,96,Hyper equipped,No,No,0,No,0,Yes,150,0,3,No,Good
3,Apartment,Penthouse,"299,000",1702,Vlaams-brabant,115,Semi equipped,0,No,0,No,0,No,0,0,3,No,Good
2,Apartment,Apartment,"320,000",1820,Vlaams-brabant,125,0,0,No,0,Yes,150,No,0,0,0,No,As new
2,House,Bungalow,"350,000",4257,Luik,120,USA hyper equipped,No,No,0,Yes,600,No,0,990,4,No,As new
4,House,Exceptional property,"1,045,000",1560,Vlaams-brabant,400,Hyper equipped,No,No,0,Yes,1000,Yes,88,1408,4,No,As new
2,Apartment,Apartment,"189,500",6880,Luxemburg,84,Hyper equipped,No,No,0,No,0,Yes,9,0,4,No,As new
1,Apartment,Apartment,"149,000",4020,Luik,65,0,0,No,0,No,0,No,0,0,0,No,Good
3,House,House,"285,000",4540,Luik,150,Installed,No,No,0,No,0,No,0,923,4,No,As new
3,House,House,"290,000",2850,Antwerpen,112,Installed,No,No,0,Yes,74,No,0,137,3,No,Just renovated
4,House,House,"595,000",1040,Brussels,216,0,No,No,0,Yes,45,Yes,14,157,2,No,To renovate
4,House,House,"650,000",1150,Brussels,192,Installed,No,No,0,Yes,90,No,0,189,2,No,Good
5,House,House,"745,000",1210,Brussels,250,Hyper equipped,No,No,0,Yes,50,Yes,10,119,2,No,Good
3,Apartment,Penthouse,"270,000",4400,Luik,160,Not installed,No,No,0,No,0,No,0,0,4,No,As new
3,Apartment,Penthouse,"270,000",4400,Luik,160,Not installed,No,No,0,No,0,No,0,0,4,No,As new
3,Apartment,Apartment,"398,000",1140,Brussels,115,Installed,0,No,0,No,0,Yes,10,0,0,No,As new
3,Apartment,Apartment,"98,000",8800,West-vlaanderen,115,0,No,No,0,No,0,No,0,0,2,No,To renovate
0,Apartment,Studio,"175,000",1200,Brussels,38,Installed,No,No,0,No,0,Yes,6,0,2,No,Good
1,Apartment,Apartment,"194,000",1435,Waals-brabant,62,USA installed,No,No,0,No,0,Yes,7,0,0,No,As new
3,House,House,"299,000",8720,West-vlaanderen,135,Installed,No,No,0,No,0,No,0,115,2,No,Just renovated
3,Apartment,Apartment,"385,000",1410,Waals-brabant,118,USA hyper equipped,0,No,0,No,0,Yes,14,0,4,No,As new
3,Apartment,Penthouse,"476,000",1130,Brussels,148,USA hyper equipped,No,No,0,No,0,Yes,33,0,3,No,As new
3,Apartment,Penthouse,"476,000",1130,Brussels,148,USA hyper equipped,No,No,0,No,0,Yes,33,0,3,No,As new
3,Apartment,Apartment,"519,000",1160,Brussels,127,USA hyper equipped,No,No,0,No,0,Yes,11,0,0,No,As new
4,House,House,"235,000",5300,Namen,130,Installed,No,No,0,No,0,Yes,20,857,4,No,To be done up
3,House,House,"299,000",1701,Vlaams-brabant,156,Not installed,No,No,0,Yes,80,Yes,11,153,2,No,To be done up
5,House,Mansion,"650,000",7972,Henegouwen,350,Installed,No,No,0,No,0,No,0,3350,4,No,Good
2,House,House,"179,000",9600,Oost-vlaanderen,145,Hyper equipped,No,No,0,No,0,Yes,28,140,2,No,Good
4,Apartment,Apartment,"550,000",1180,Brussels,175,Hyper equipped,No,No,0,No,0,Yes,19,0,3,No,As new
2,Apartment,Apartment,"282,000",1435,Waals-brabant,88,USA hyper equipped,0,No,0,No,0,Yes,9,0,2,No,As new
3,House,House,"110,000",7860,Henegouwen,120,Semi equipped,No,No,0,No,0,No,0,179,2,No,To renovate
3,House,House,"199,000",9404,Oost-vlaanderen,135,Semi equipped,No,No,0,No,0,No,0,361,3,No,To be done up
4,House,House,"515,000",1700,Vlaams-brabant,210,Not installed,No,No,0,No,0,Yes,6,695,4,No,To renovate
5,House,Villa,"1,125,000",1420,Waals-brabant,461,Hyper equipped,No,No,0,Yes,2974,Yes,45,3240,4,No,Good
2,Apartment,Apartment,"180,000",4500,Luik,90,Semi equipped,No,No,0,No,0,No,0,0,4,No,To be done up
3,Apartment,Duplex,Make,1600,Vlaams-brabant,116,Semi equipped,No,No,0,No,0,Yes,15,0,3,No,Good
3,Apartment,Penthouse,"565,000",1080,Brussels,215,Hyper equipped,No,No,0,No,0,Yes,85,0,2,No,Good
6,Apartment,Triplex,"990,000",1150,Brussels,485,Hyper equipped,No,No,0,No,0,Yes,16,0,2,No,Good
1,Apartment,Apartment,"175,000",1070,Brussels,52,USA installed,No,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Penthouse,"220,000",1080,Brussels,95,Installed,No,No,0,No,0,Yes,16,0,0,No,As new
3,Apartment,Apartment,"469,000",1652,Vlaams-brabant,144,Semi equipped,No,No,0,No,0,Yes,20,0,0,No,Good
3,House,Villa,Make,5300,Namen,147,USA semi equipped,No,No,0,Yes,700,Yes,10,852,4,No,To be done up
5,House,House,"309,000",4570,Luik,250,Semi equipped,No,Yes,1,Yes,750,Yes,300,1700,4,No,Good
4,House,Mansion,"360,000",1082,Brussels,147,Not installed,No,No,0,Yes,70,Yes,10,150,2,No,To renovate
4,House,House,"787,500",1000,Brussels,409,0,No,Yes,1,No,0,No,0,573,3,No,To renovate
3,House,House,"825,000",1150,Brussels,222,Hyper equipped,No,No,0,No,0,Yes,20,555,4,No,To renovate
3,Apartment,Apartment,"365,000",1200,Brussels,110,Not installed,0,No,0,No,0,Yes,3,0,2,No,To renovate
2,Apartment,Apartment,"420,000",1180,Brussels,120,Installed,No,No,0,Yes,90,Yes,12,0,2,No,To be done up
4,House,Mansion,"128,000",9600,Oost-vlaanderen,152,Semi equipped,No,No,0,No,0,No,0,80,2,No,To renovate
2,House,House,"195,000",4500,Luik,100,Semi equipped,No,No,0,No,0,No,0,489,4,No,As new
2,House,Bungalow,"195,000",4500,Luik,100,Semi equipped,No,No,0,No,0,No,0,489,4,No,As new
5,House,House,"459,000",1702,Vlaams-brabant,204,Installed,0,No,0,No,0,No,0,592,3,No,Good
2,House,House,"875,000",2800,Antwerpen,259,Hyper equipped,No,No,0,No,0,Yes,40,98,2,No,As new
6,Apartment,Apartment block,"995,000",1880,Vlaams-brabant,472,Semi equipped,No,Yes,2,No,0,Yes,72,427,3,No,Good
6,House,House,Make,4520,Luik,255,Hyper equipped,No,No,0,Yes,200,Yes,20,365,3,No,As new
2,Apartment,Apartment,"290,000",9200,Oost-vlaanderen,88,USA hyper equipped,No,No,0,No,0,Yes,8,0,2,No,Unknown
2,Apartment,Penthouse,"290,000",9200,Oost-vlaanderen,88,USA hyper equipped,No,No,0,No,0,Yes,8,0,2,No,Unknown
3,Apartment,Penthouse,"450,000",4000,Luik,145,Hyper equipped,0,No,0,No,0,Yes,19,0,3,No,As new
3,Apartment,Penthouse,"450,000",4020,Luik,145,Hyper equipped,0,No,0,No,0,Yes,19,0,3,No,As new
2,Apartment,Penthouse,"665,000",1150,Brussels,141,USA hyper equipped,No,No,0,No,0,Yes,50,0,2,No,As new
2,Apartment,Penthouse,"665,000",1160,Brussels,141,USA hyper equipped,No,No,0,No,0,Yes,50,0,2,No,As new
2,Apartment,Penthouse,"665,000",1200,Brussels,141,USA hyper equipped,No,No,0,No,0,Yes,50,0,2,No,As new
1,Apartment,Apartment,"173,420",7000,Henegouwen,59,USA hyper equipped,No,No,0,No,0,No,0,0,4,No,As new
1,Apartment,Apartment,"173,420",7000,Henegouwen,59,USA hyper equipped,No,No,0,No,0,No,0,0,4,No,As new
1,Apartment,Apartment,"181,395",7000,Henegouwen,58,USA hyper equipped,No,No,0,No,0,Yes,85,0,4,No,As new
1,Apartment,Apartment,"196,620",7000,Henegouwen,67,USA hyper equipped,No,No,0,No,0,No,0,0,4,No,As new
3,Apartment,Triplex,"239,000",1501,Vlaams-brabant,149,USA hyper equipped,No,No,0,No,0,Yes,13,0,0,No,As new
1,Apartment,Apartment,"245,000",1090,Brussels,71,Hyper equipped,No,No,0,No,0,Yes,8,0,2,No,As new
2,Apartment,Apartment,"260,000",9400,Oost-vlaanderen,91,USA installed,0,No,0,No,0,Yes,7,0,3,No,As new
1,Apartment,Apartment,"267,695",7000,Henegouwen,82,USA hyper equipped,No,No,0,No,0,Yes,8,0,4,No,As new
2,Apartment,Apartment,"273,325",1760,Vlaams-brabant,97,USA hyper equipped,0,No,0,No,0,Yes,9,0,2,No,As new
2,Apartment,Apartment,"273,325",1760,Vlaams-brabant,97,USA hyper equipped,0,No,0,No,0,Yes,9,0,2,No,As new
2,Apartment,Apartment,"285,000",8460,West-vlaanderen,145,Installed,No,No,0,No,0,Yes,4,0,3,No,Good
3,Apartment,Apartment,"312,765",7000,Henegouwen,104,USA hyper equipped,No,No,0,No,0,No,0,0,4,No,As new
3,House,House,"325,000",6760,Luxemburg,141,Installed,No,No,0,No,0,No,0,226,2,No,As new
3,Apartment,Apartment,"335,000",1070,Brussels,125,USA hyper equipped,0,No,0,No,0,Yes,17,0,4,No,As new
2,Apartment,Apartment,"345,000",1410,Waals-brabant,103,USA hyper equipped,0,No,0,No,0,Yes,15,0,4,No,As new
2,Apartment,Apartment,"349,000",1000,Brussels,112,USA installed,0,No,0,No,0,No,0,0,2,No,Just renovated
2,Apartment,Apartment,"359,000",1200,Brussels,87,USA hyper equipped,No,No,0,No,0,Yes,5,0,0,No,As new
1,Apartment,Apartment,"364,530",7000,Henegouwen,114,USA hyper equipped,No,No,0,No,0,Yes,22,0,4,No,As new
3,Apartment,Duplex,"369,000",1700,Vlaams-brabant,162,USA hyper equipped,0,No,0,No,0,Yes,19,0,3,No,As new
2,Apartment,Apartment,"395,000",1070,Brussels,113,USA hyper equipped,0,No,0,No,0,Yes,77,0,4,No,As new
2,Apartment,Apartment,"399,000",1070,Brussels,113,USA hyper equipped,0,No,0,No,0,Yes,63,0,4,No,As new
2,Apartment,Penthouse,"445,000",1410,Waals-brabant,107,USA hyper equipped,0,No,0,No,0,Yes,84,0,4,No,As new
2,Apartment,Apartment,"450,000",1150,Brussels,89,USA hyper equipped,No,No,0,No,0,Yes,9,0,0,No,As new
3,Apartment,Apartment,"450,000",1160,Brussels,126,USA installed,No,No,0,No,0,Yes,5,0,4,No,As new
3,Apartment,Penthouse,"455,000",1410,Waals-brabant,124,Not installed,0,No,0,No,0,Yes,15,0,2,No,As new
3,Apartment,Penthouse,"455,000",1410,Waals-brabant,124,Not installed,0,No,0,No,0,Yes,15,0,2,No,As new
3,Apartment,Penthouse,"455,000",1410,Waals-brabant,124,Not installed,No,No,0,No,0,Yes,15,0,0,No,As new
3,Apartment,Penthouse,"476,000",1130,Brussels,156,USA hyper equipped,No,No,0,No,0,Yes,43,0,4,No,As new
2,Apartment,Apartment,"595,000",1000,Brussels,105,USA hyper equipped,No,No,0,No,0,Yes,8,0,4,Yes,As new
3,Apartment,Apartment,"647,000",1160,Brussels,140,Hyper equipped,0,No,0,No,0,Yes,22,0,2,No,As new
3,Apartment,Loft,"665,000",1050,Brussels,198,USA hyper equipped,No,No,0,No,0,Yes,10,0,2,No,Just renovated
3,Apartment,Apartment,"670,000",1160,Brussels,140,Hyper equipped,0,No,0,No,0,Yes,16,0,2,No,As new
4,Apartment,Loft,"685,000",1050,Brussels,189,USA hyper equipped,No,No,0,No,0,Yes,32,0,2,No,Just renovated
4,Apartment,Duplex,"695,000",1050,Brussels,175,Installed,No,No,0,No,0,Yes,15,0,2,No,Good
3,Apartment,Apartment,"825,000",1000,Brussels,145,USA hyper equipped,No,No,0,No,0,Yes,10,0,4,Yes,As new
3,Apartment,Penthouse,"940,000",1332,Waals-brabant,222,USA hyper equipped,No,No,0,No,0,Yes,58,0,4,No,As new
2,Apartment,Penthouse,"998,000",1160,Brussels,145,USA hyper equipped,No,No,0,No,0,Yes,82,0,3,No,As new
3,Apartment,Penthouse,"1,450,000",1180,Brussels,198,USA hyper equipped,No,No,0,No,0,Yes,134,0,4,No,As new
3,Apartment,Penthouse,"1,500,000",1180,Brussels,220,USA hyper equipped,No,No,0,No,0,Yes,60,0,3,No,As new
3,Apartment,Apartment,"1,500,000",1180,Brussels,220,Installed,Yes,No,0,No,0,Yes,60,0,4,No,As new
4,Apartment,Penthouse,"2,500,000",1050,Brussels,277,Hyper equipped,No,No,0,No,0,Yes,111,0,4,No,As new
4,Apartment,Penthouse,"2,500,000",1050,Brussels,277,USA hyper equipped,No,No,0,No,0,Yes,111,0,2,No,As new
4,Apartment,Penthouse,"2,500,000",1050,Brussels,277,USA hyper equipped,No,No,0,No,0,Yes,111,0,2,No,As new
4,House,Mixed-use building,"970,000",1742,Vlaams-brabant,437,USA installed,No,No,0,Yes,1560,Yes,100,1900,4,No,As new
3,House,Mixed-use building,"89,000",6870,Luxemburg,180,Not installed,No,No,0,No,0,No,0,96,2,No,To renovate
2,Apartment,Apartment,Make,1081,Brussels,90,Semi equipped,No,No,0,No,0,Yes,1,0,3,No,Good
6,House,House,"539,000",1020,Brussels,390,Installed,Yes,No,0,Yes,346,Yes,30,386,2,No,To renovate
5,House,House,"1,260,000",1150,Brussels,220,Not installed,No,No,0,Yes,200,Yes,22,325,3,No,As new
3,House,House,"289,000",8790,West-vlaanderen,120,Installed,No,No,0,No,0,No,0,311,3,No,Good
5,House,House,"299,000",1700,Vlaams-brabant,190,USA semi equipped,No,No,0,No,0,No,0,169,2,No,To be done up
3,House,House,"350,000",1160,Brussels,104,Not installed,No,No,0,No,0,No,0,55,2,No,To renovate
4,House,House,"449,000",1540,Vlaams-brabant,461,Semi equipped,No,No,0,No,0,No,0,861,3,No,Good
4,House,House,"449,000",1541,Vlaams-brabant,461,Semi equipped,No,No,0,No,0,No,0,861,3,No,Good
3,House,House,"825,000",1380,Waals-brabant,260,Installed,No,No,0,Yes,1500,Yes,15,1966,4,No,Good
2,Apartment,Apartment,"230,000",1080,Brussels,114,USA hyper equipped,No,No,0,No,0,Yes,13,0,4,No,Just renovated
1,Apartment,Apartment,"260,000",1050,Brussels,77,Semi equipped,No,Yes,1,No,0,Yes,2,0,0,No,To be done up
4,House,House,"490,000",1030,Brussels,150,Hyper equipped,No,No,0,No,0,No,0,65,2,No,As new
2,Apartment,Apartment,"595,000",1050,Brussels,130,USA hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
1,Apartment,Apartment,"649,000",1000,Brussels,150,Hyper equipped,No,No,0,No,0,Yes,36,0,0,No,As new
2,House,Chalet,"99,000",6836,Luxemburg,62,Not installed,No,No,0,Yes,94,Yes,8,150,4,No,To renovate
4,Apartment,Apartment block,"215,000",6810,Luxemburg,255,Semi equipped,No,No,0,No,0,No,0,0,2,No,Good
0,Apartment,Studio,"215,000",1050,Brussels,40,0,No,No,0,No,0,Yes,5,0,2,No,Just renovated
3,Apartment,Apartment,"250,000",1030,Brussels,110,0,No,No,0,No,0,No,0,0,3,No,Good
2,Apartment,Apartment,"295,000",1000,Brussels,80,0,No,No,0,No,0,Yes,4,0,2,No,To be done up
2,Apartment,Apartment,"440,000",1050,Brussels,105,0,No,No,0,No,0,No,0,0,2,No,Just renovated
2,Apartment,Apartment,"495,000",1050,Brussels,100,0,No,No,0,No,0,Yes,9,0,2,No,Just renovated
3,Apartment,Ground floor,"880,000",1040,Brussels,191,USA hyper equipped,No,No,0,Yes,122,Yes,30,0,2,No,As new
5,House,House,"415,000",3360,Vlaams-brabant,182,0,No,No,0,Yes,502,No,0,597,2,No,Good
0,House,Mixed-use building,"680,000",1000,Brussels,190,0,No,No,0,No,0,No,0,80,2,No,To renovate
0,Apartment,Studio,"65,000",1400,Waals-brabant,25,Installed,No,No,0,No,0,No,0,0,4,No,To renovate
2,Apartment,Duplex,Make,4500,Luik,100,Installed,No,No,0,No,0,No,0,0,2,No,To be done up
1,Apartment,Apartment,"105,000",6060,Henegouwen,54,Installed,No,No,0,No,0,Yes,10,0,0,No,Good
2,Apartment,Apartment,"110,000",4101,Luik,81,Not installed,No,No,0,No,0,No,0,0,3,No,Good
1,House,House,Make,4400,Luik,90,Installed,No,No,0,No,0,Yes,24,70,2,No,Good
3,House,House,Make,4430,Luik,125,Not installed,No,No,0,No,0,No,0,77,2,No,To renovate
3,House,Mixed-use building,"129,000",4030,Luik,156,Not installed,No,No,0,No,0,No,0,71,2,No,To be done up
1,Apartment,Apartment,"130,000",1400,Waals-brabant,55,Semi equipped,No,No,0,Yes,8500,Yes,7,0,4,No,To renovate
2,House,Town-house,"130,000",4020,Luik,129,Not installed,No,No,0,No,0,No,0,91,2,No,To renovate
1,Apartment,Studio,"135,000",9000,Oost-vlaanderen,25,Semi equipped,No,No,0,No,0,No,0,0,2,No,Good
1,Apartment,Apartment,"139,000",1030,Brussels,28,Installed,No,No,0,No,0,Yes,2,0,4,No,Good
1,Apartment,Apartment,"139,000",1030,Brussels,30,Installed,No,No,0,No,0,No,0,0,4,No,Good
0,Apartment,Studio,"139,000",1180,Brussels,28,Installed,No,No,0,No,0,No,0,0,2,No,Just renovated
1,Apartment,Apartment,Make,4500,Luik,60,Semi equipped,No,No,0,No,0,No,0,0,4,No,Good
2,Apartment,Apartment,"139,000",7160,Henegouwen,65,Installed,No,No,0,No,0,Yes,2,0,2,No,Good
2,Apartment,Duplex,"139,000",8370,West-vlaanderen,78,Installed,No,No,0,No,0,No,0,0,0,No,Good
2,House,House,"139,000",9600,Oost-vlaanderen,130,Installed,No,No,0,No,0,No,0,50,2,No,Good
1,Apartment,Apartment,"149,000",1831,Vlaams-brabant,45,Installed,No,No,0,No,0,Yes,6,0,2,No,Good
3,House,House,"149,000",9600,Oost-vlaanderen,150,Not installed,No,No,0,Yes,20,No,0,90,2,No,To be done up
0,Apartment,Studio,"150,000",1170,Brussels,34,Installed,No,No,0,No,0,Yes,7,0,2,No,Good
1,Apartment,Apartment,"150,000",1457,Waals-brabant,44,Installed,No,No,0,No,0,Yes,4,0,2,No,Good
1,Apartment,Apartment,"155,000",1140,Brussels,60,USA semi equipped,No,No,0,No,0,Yes,10,0,0,No,To be done up
1,Apartment,Apartment,"155,000",1457,Waals-brabant,40,Semi equipped,No,No,0,No,0,Yes,3,0,2,No,Good
2,Apartment,Apartment,"155,000",2020,Antwerpen,75,Installed,No,No,0,No,0,Yes,5,0,0,No,Good
1,Apartment,Apartment,"159,000",8370,West-vlaanderen,51,Installed,Yes,No,0,No,0,No,0,0,2,No,Good
5,House,House,"159,000",9600,Oost-vlaanderen,207,Installed,No,No,0,No,0,No,0,160,2,No,To renovate
2,Apartment,Apartment,"159,500",4500,Luik,74,Semi equipped,No,No,0,No,0,No,0,0,2,No,Good
1,Apartment,Apartment,"160,000",1457,Waals-brabant,53,Semi equipped,No,No,0,No,0,Yes,4,0,2,No,Good
4,House,House,"160,000",4000,Luik,165,Not installed,No,No,0,Yes,96,No,0,183,3,No,To renovate
1,Apartment,Apartment,"165,000",1457,Waals-brabant,47,Semi equipped,No,No,0,No,0,Yes,3,0,2,No,Good
2,Apartment,Apartment,"165,000",4020,Luik,69,USA semi equipped,No,No,0,No,0,No,0,0,2,No,To be done up
2,Apartment,Apartment,"168,000",1400,Waals-brabant,72,Semi equipped,No,No,0,No,0,Yes,15,0,2,No,Good
1,Apartment,Apartment,"169,000",1070,Brussels,61,Installed,0,No,0,No,0,Yes,5,0,2,No,To renovate
3,House,House,"169,000",4340,Luik,120,Not installed,No,No,0,Yes,280,Yes,13,484,2,No,To renovate
1,Apartment,Penthouse,"169,000",9200,Oost-vlaanderen,65,Semi equipped,Yes,No,0,No,0,Yes,20,0,3,No,Good
1,Apartment,Apartment,"169,000",9200,Oost-vlaanderen,65,Semi equipped,Yes,No,0,No,0,Yes,20,0,3,No,Good
2,Apartment,Apartment,"175,000",1000,Brussels,61,Semi equipped,No,No,0,No,0,No,0,0,3,No,As new
1,Apartment,Apartment,"175,000",1000,Brussels,34,Installed,Yes,No,0,No,0,Yes,1,0,2,No,Good
3,Apartment,Apartment,"175,000",4317,Luik,120,Semi equipped,No,No,0,No,0,No,0,0,3,No,Good
2,House,House,"175,000",4430,Luik,84,Not installed,No,No,0,Yes,90,Yes,11,178,4,No,To renovate
1,Apartment,Apartment,"179,000",1070,Brussels,68,USA installed,No,No,0,Yes,500,Yes,12,0,2,No,As new
2,House,House,Make,4340,Luik,100,Installed,No,No,0,Yes,177,No,0,260,2,No,Good
3,House,House,Make,4460,Luik,150,Hyper equipped,No,No,0,No,0,No,0,134,3,No,Good
4,House,House,"179,900",9600,Oost-vlaanderen,140,Installed,No,No,0,No,0,No,0,70,2,No,Just renovated
0,Apartment,Studio,"180,000",1950,Vlaams-brabant,40,Semi equipped,No,No,0,No,0,Yes,15,0,2,No,To be done up
5,House,House,"180,000",4800,Luik,200,Installed,No,No,0,Yes,122,Yes,10,215,2,No,Good
2,Apartment,Apartment,"180,000",8370,West-vlaanderen,57,Installed,Yes,No,0,No,0,No,0,0,2,No,Good
0,Apartment,Studio,"185,000",1030,Brussels,53,Hyper equipped,No,No,0,No,0,Yes,4,0,2,No,As new
3,House,House,"185,000",4030,Luik,108,Installed,No,No,0,No,0,Yes,12,70,2,No,Good
2,House,House,Make,4520,Luik,85,Installed,No,No,0,Yes,500,Yes,20,653,2,No,Good
2,Apartment,Apartment,"187,000",2100,Antwerpen,90,Installed,No,No,0,No,0,Yes,4,0,2,No,As new
2,Apartment,Apartment,"189,000",2620,Antwerpen,82,Semi equipped,No,No,0,No,0,Yes,6,0,2,No,As new
3,Apartment,Apartment block,Make,4000,Luik,140,Semi equipped,No,No,0,Yes,143,No,0,192,3,No,To be done up
